Reg,St,Site Name                                                                ,,Site ID,EPA ID,Address,City,Zip,County,,,FF?,Latitude,Longitude,Final Date,,
_06_,TX,STATE ROAD 114 GROUNDWATER PLUME,,_0605177_,TXSFN0605177,W. STATE ROAD 114 ,LEVELLAND,79336,HOCKLEY,,,N,_+33.599880_,_-102.405560_ ,10/22/99,,
_06_,TX,TEX-TIN CORP.,,_0602105_,TXD062113329,STATE HGWY 146 & FARM RD 519 ,TEXAS CITY,77568,GALVESTON,,,N,_+29.356660_,_-094.941660_ ,09/18/98,,
_06_,TX,TEXARKANA WOOD PRESERVING CO.,,_0601695_,TXD008056152,1001 LUBBOCK ST. ,TEXARKANA,75501,BOWIE,,,N,_+33.408330_,_-094.053330_ ,06/10/86,,
_06_,TX,UNITED CREOSOTING CO.,,_0602803_,TXD980745574,2ND & HILBIG ,CONROE,77301,MONTGOMERY,,,N,_+30.331660_,_-095.456660_ ,09/21/84,,
_06_,TX,US OIL RECOVERY,,_0607093_,TXN000607093,400 AND 200 N. RICHEY STREET ,PASADENA,77506,HARRIS,,,N,_+29.717740_,_-095.221053_ ,09/18/12,,
_06_,TX,VAN DER HORST USA CORPORATION,,_0606869_,TXD007357932,410 AND 419 EAST GROVE STREET ,TERRELL,75160,KAUFMAN,,,N,_+32.73424_,_-096.27408_ ,03/04/10,,
_06_,TX,WEST COUNTY ROAD 112 GROUND WATER,,_0606992_,TXN000606992,INT. BETWEEN CTY ROAD (CR) 112 & CR 1205 ,MIDLAND,79706,MIDLAND,,,N,_+31.964129_,_-102.094921_ ,03/10/11,,
_07_,IA,DES MOINES TCE,,_0700316_,IAD980687933,SEC 8 & 9 T78N R24W ,DES MOINES,50309,POLK,,,N,_+41.578100_,_-093.636000_ ,09/08/83,,
_07_,IA,"ELECTRO-COATINGS, INC.",,_0700094_,IAD005279039,911 SHAVER RD NE ,CEDAR RAPIDS,52402,LINN,,,N,_+41.995300_,_-091.671380_ ,10/04/89,,
_07_,IA,FAIRFIELD COAL GASIFICATION PLANT,,_0700347_,IAD981124167,101 S 7TH ST ,FAIRFIELD,52556,JEFFERSON,,,N,_+41.006200_,_-091.972400_ ,08/30/90,,
_07_,IA,IOWA ARMY AMMUNITION PLANT,,_0700413_,IA7213820445,HWY 79 OFF MIDDLETOWN RD ,MIDDLETOWN,52638,DES MOINES,,,Y,_+40.808330_,_-091.246660_ ,08/30/90,,
_07_,IA,LAWRENCE TODTZ FARM,,_0700039_,IAD000606038,RR 1 ,CAMANCHE,52730,CLINTON,,,N,_+41.787780_,_-090.292630_ ,06/10/86,,
_07_,IA,MASON CITY COAL GASIFICATION PLANT,,_0700337_,IAD980969190,"5TH ST, BETWEEN DELAWARE & PENNSYLVANIA ",MASON CITY,50401,CERRO GORDO,,,N,_+43.147600_,_-093.199200_ ,12/16/94,,
_07_,IA,MIDWEST MANUFACTURING/NORTH FARM,,_0700185_,IAD069625655,101 HIGH ST ,KELLOGG,50135,JASPER,,,N,_+41.746810_,_-092.893060_ ,06/10/86,,
_07_,IA,PEOPLES NATURAL GAS CO.,,_0700325_,IAD980852578,502 E 11TH ST ,DUBUQUE,52001,DUBUQUE,,,N,_+42.505280_,_-090.658880_ ,08/30/90,,
_07_,IA,RAILROAD AVENUE GROUNDWATER CONTAMINATION ,,_0703065_,IA0001610963,12TH & MAPLE ,WEST DES MOINES,50265,POLK,,,N,_+41.578330_,_-093.702220_ ,09/05/02,,
_07_,IA,SHAW AVENUE DUMP,,_0700244_,IAD980630560,SHAW AVE ,CHARLES CITY,50616,FLOYD,,,N,_+43.056300_,_-092.663100_ ,07/22/87,,
_07_,IA,VOGEL PAINT & WAX CO.,,_0700237_,IAD980630487,GRANT AVENUE BETWEEN 490TH ST.  AND 500TH ST.,MAURICE,51306,SIOUX,,,N,_+42.934430_,_-096.193330_ ,06/10/86,,
_07_,KS,57TH AND NORTH BROADWAY STREETS SITE,,_0700694_,KSD981710247,57TH & N BROADWAY STREETS ,WICHITA,67219,SEDGWICK,,,N,_+37.775000_,_-097.316660_ ,10/14/92,,
_07_,KS,ACE SERVICES,,_0700521_,KSD046746731,345 CONVESSE ,COLBY,67701,THOMAS,,,N,_+39.396940_,_-101.039160_ ,09/29/95,,
_07_,KS,"CHEMICAL COMMODITIES, INC.",,_0700513_,KSD031349624,S. KEELER ST ,OLATHE,66061,JOHNSON,,,N,_+38.878190_,_-094.805550_ ,05/31/94,,
_07_,KS,CHEROKEE COUNTY,,_0700667_,KSD980741862,SOUTHEAST PORTION OF THE  STATE OF KS ,GALENA,66739,CHEROKEE,,,N,_+37.003880_,_-094.823880_ ,09/08/83,,
_07_,KS,DOEPKE DISPOSAL (HOLLIDAY),,_0700631_,KSD980632301,HOLLIDAY DR ,SHAWNEE MISSION,66218,JOHNSON,,,N,_+39.033330_,_-094.800000_ ,09/08/83,,
_07_,KS,FORMER UNITED ZINC & ASSOCIATED SMELTERS,,_0705026_,KSN000705026,HIGHWAY 54 & KANSAS DRIVE ,IOLA,66749,ALLEN,,,N,_+37.92_,_-095.40_ ,05/24/13,,
_07_,KS,FORT RILEY,,_0700743_,KS6214020756,DICKMAN AVE ,JUNCTION CITY,66441,GEARY,,,Y,_+39.166660_,_-096.750000_ ,08/30/90,,
_07_,KS,OBEE ROAD,,_0700580_,KSD980631766,OBEE RD ,HUTCHINSON,67501,RENO,,,N,_+38.063880_,_-097.851380_ ,07/22/87,,
_07_,KS,PESTER REFINERY CO.,,_0700447_,KSD000829846,N TOPEKA ST ,EL DORADO,67042,BUTLER,,,N,_+37.843800_,_-096.857400_ ,03/31/89,,
_07_,KS,"PLATING, INC.",,_0705326_,KSD065735912,8801 WEST SIXTH STREET ,Great Bend,67530,BARTON,,,N,_+38.346542_,_-98.849460_ ,03/19/08,,
_07_,KS,STROTHER FIELD INDUSTRIAL PARK,,_0700677_,KSD980862726,NE 1/4 SEC 19 T33S R4E ,WINFIELD,67156,COWLEY,,,N,_+37.170830_,_-097.031930_ ,06/10/86,,
_07_,KS,WRIGHT GROUND WATER CONTAMINATION,,_0702403_,KSD984985929,7 MILES NE OF DODGE CITY OFF HWY 50/56 ,WRIGHT,67882,FORD,,,N,_+37.780550_,_-099.888880_ ,06/17/96,,
_07_,MO,ANNAPOLIS LEAD MINE,,_0702917_,MO0000958611,EAST SIDE OF IRON COUNTY ROAD 138 APPROX. 3/8 MILE NO. OF MO STATE HWY 49,ANNAPOLIS,63620,IRON,,,N,_+37.355550_,_-090.675000_ ,07/22/04,,
_07_,MO,ARMOUR ROAD,,_0702515_,MOD046750253,2251 ARMOUR ROAD ,NORTH KANSAS CITY,64116,CLAY,,,N,_+39.145000_,_-094.556110_ ,05/10/99,,
_07_,MO,BEE CEE MANUFACTURING CO.,,_0701439_,MOD980860522,MALDEN INDUSTRIAL PARK ,MALDEN,63863,DUNKLIN,,,N,_+36.603330_,_-089.980000_ ,06/10/86,,
_07_,MO,BIG RIVER MINE TAILINGS/ST. JOE MINERALS CORP.,,_0701639_,MOD981126899,SECTION 25 26 35 & 36 T37N R4E ,DESLOGE,63601,ST. FRANCOIS,,,N,_+37.886380_,_-090.550000_ ,10/14/92,,
_07_,MO,COMPASS PLAZA WELL TCE,,_0706143_,MON000706143,201 SOUTH MARSHALL STREET ,ROGERSVILLE,65742,GREENE,,,N,_+37.11_,_-093.08_ ,03/15/12,,
_07_,MO,CONSERVATION CHEMICAL CO.,,_0700777_,MOD000829705,3900 FRONT ST ,KANSAS CITY,64120,JACKSON,,,N,_+39.127900_,_-094.472200_ ,10/04/89,,
_07_,MO,ELLISVILLE SITE,,_0701205_,MOD980633010,NEAR ELLISVILLE ,ELLISVILLE,63011,ST. LOUIS,,,N,_+38.603330_,_-090.618330_ ,09/08/83,,
_07_,MO,FULBRIGHT LANDFILL,,_0701153_,MOD980631139,BOLIVAR RD ,SPRINGFIELD,65803,GREENE,,,N,_+37.273050_,_-093.312500_ ,09/08/83,,
_07_,MO,LAKE CITY ARMY AMMUNITION PLANT (NORTHWEST LAGOON),,_0701757_,MO3213890012,JCT OF HWY 7 & HWY 78 ,INDEPENDENCE,64050,JACKSON,,,Y,_+39.103000_,_-094.278300_ ,07/22/87,,
_07_,MO,LEE CHEMICAL,,_0701378_,MOD980853519,HWY 210 E OF HWY 291 ,LIBERTY,64068,CLAY,,,N,_+39.201110_,_-094.392500_ ,06/10/86,,
_07_,MO,MADISON COUNTY MINES,,_0701102_,MOD098633415,401 N MINE LAMOTTE ST ,FREDERICKTOWN,63645,MADISON,,,N,_+37.546110_,_-090.276110_ ,09/29/03,,
_07_,MO,MINKER/STOUT/ROMAINE CREEK,,_0701345_,MOD980741912,4037 W ROCK CREEK RD & SWALLER ,IMPERIAL,63052,JEFFERSON,,,N,_+38.440000_,_-090.480000_ ,09/08/83,,
_07_,MO,MISSOURI ELECTRIC WORKS,,_0701474_,MOD980965982,"S HIGHWAY 61 2 MI S HIGHWAY K T 30 N,  R 13 W",CAPE GIRARDEAU,63701,CAPE GIRARDEAU,,,N,_+37.286250_,_-089.555050_ ,02/21/90,,
_07_,MO,NEWTON COUNTY MINE TAILINGS,,_0701651_,MOD981507585,ENTIRE TOWN OF ,GRANBY,64844,NEWTON,,,N,_+36.992100_,_-094.384800_ ,09/29/03,,
_07_,MO,NEWTON COUNTY WELLS,,_0702514_,MOD985798339,3200 MOORHEAD DRIVE ,JOPLIN,64804,NEWTON,,,N,_+37.044720_,_-094.473050_ ,07/27/00,,
_07_,MO,OAK GROVE VILLAGE WELL,,_0700020_,MOD981717036,"NE 1/4, SW 1/4, NW 1/4, SECTION 17 T 41 N,  R 1 W",SULLIVAN,63080,FRANKLIN,,,N,_+38.220970_,_-091.149460_ ,09/05/02,,
_07_,MO,ORONOGO-DUENWEG MINING BELT,,_0701290_,MOD980686281,VARIOUS LOCATIONS ,JOPLIN,64801,JASPER,,,N,_+37.101110_,_-094.420560_ ,08/30/90,,
_07_,MO,POOLS PRAIRIE,,_0702918_,MO0000958835,US HWY. 60 AND US HWY. 71 (2 MILES SOUTH),NEOSHO,64850,NEWTON,,,N,_+36.803050_,_-094.390270_ ,09/17/99,,
_07_,MO,QUALITY PLATING,,_0701442_,MOD980860555,RT 2 ,SIKESTON,63801,SCOTT,,,N,_+36.963050_,_-089.557210_ ,06/10/86,,
_07_,MO,RIVERFRONT,,_0702089_,MOD981720246,"PLUME, NEW HAVEN ",NEW HAVEN,63068,FRANKLIN,,,N,_+38.613880_,_-091.214720_ ,12/01/00,,
_07_,MO,"SOLID STATE CIRCUITS, INC.",,_0701392_,MOD980854111,MAIN ST ,REPUBLIC,65738,GREENE,,,N,_+37.118060_,_-093.480280_ ,06/10/86,,
_07_,MO,SOUTHWEST JEFFERSON COUNTY MINING,,_0705443_,MON000705443,"SLVR LK TRL & THNDR RDG RD,.5M W HWY WW ",JEFFERSON COUNTY,63023,JEFFERSON,,,N,_+38.186668_,_-090.758890_ ,09/23/09,,
_07_,MO,ST. LOUIS AIRPORT/HAZELWOOD INTERIM STORAGE/FUTURA COATINGS CO.,,_0701210_,MOD980633176,BROWN ROAD N OF AIRPORT ,ST. LOUIS,63145,ST. LOUIS,,,N,_+38.759710_,_-090.360410_ ,10/04/89,,
_07_,MO,SYNTEX FACILITY,,_0700881_,MOD007452154,1ST ST ,VERONA,65769,LAWRENCE,,,N,_+36.965000_,_-093.798330_ ,09/08/83,,
_07_,MO,VALLEY PARK TCE,,_0701494_,MOD980968341,HIGHWAY 141 N OF MERAMEC RIVER ,VALLEY PARK,63088,ST. LOUIS,,,N,_+38.552780_,_-090.466660_ ,06/10/86,,
_07_,MO,VIENNA WELLS,,_0705803_,MON000705803,545-547 N. CHESTNUT STREET (CITY HALL),VIENNA,65582,MARIES,,,N,_+38.18834_,_-091.94627_ ,09/29/10,,
_07_,MO,WASHINGTON COUNTY LEAD DISTRICT - FURNACE CREEK,,_0705842_,MON000705842,2 MI. N OF INT. OF BIG RIVER & HWY 21 ,CALEDONIA,63631,WASHINGTON,,,N,_+37.839818_,_-090.797756_ ,03/10/11,,
_07_,MO,WASHINGTON COUNTY LEAD DISTRICT - OLD MINES,,_0705027_,MON000705027,INTERSECTION OF HIGHWAYS 21 AND 47 ,Old Mines,63630,WASHINGTON,,,N,_+38.075278_,_-090.738333_ ,03/19/08,,
_07_,MO,WASHINGTON COUNTY LEAD DISTRICT - POTOSI,,_0705023_,MON000705023,500 FT EAST OF BELL ST AND VALLEY ROAD ,Potosi,63664,WASHINGTON,,,N,_+37.936_,_-090.788_ ,03/19/08,,
_07_,MO,WASHINGTON COUNTY LEAD DISTRICT - RICHWOODS,,_0705032_,MON000705032,21 ACRES IN NORTHEAST WASHINGTON COUNTY ,Richwoods,63071,WASHINGTON,,,N,_+38.166150_,_-090.814264_ ,03/19/08,,
_07_,MO,WELDON SPRING FORMER ARMY ORDNANCE WORKS,,_0701773_,MO5210021288,ST HWY 94 2 MI S US 40 ,ST. CHARLES,63301,ST. CHARLES,,,Y,_+38.696380_,_-090.729160_ ,02/21/90,,
_07_,MO,WELDON SPRING QUARRY/PLANT/PITS (USDOE/ARMY),,_0701753_,MO3210090004,25 MI W OF ST LOUIS ,ST. CHARLES,63301,ST. CHARLES,,,Y,_+38.696940_,_-090.724990_ ,07/22/87,,
_07_,MO,WESTLAKE LANDFILL,,_0701039_,MOD079900932,13570 ST CHARLES ROCK ROAD ,BRIDGETON,63044,ST. LOUIS,,,N,_+38.770000_,_-090.445260_ ,08/30/90,,
_07_,NE,10TH STREET SITE,,_0702001_,NED981713837,28TH AVE & 10TH ST ,COLUMBUS,68601,PLATTE,,,N,_+41.426560_,_-097.362210_ ,08/30/90,,
_07_,NE,BRUNO CO-OP ASSOCIATION/ASSOCIATED PROPERTIES,,_0702000_,NED981713829,FREMONT ST & RAILROAD ST ,BRUNO,68014,BUTLER,,,N,_+41.284720_,_-096.959720_ ,06/17/96,,
_07_,NE,CLEBURN STREET WELL,,_0701986_,NED981499312,NORTH FRONT STREET ,GRAND ISLAND,68801,HALL,,,N,_+40.925130_,_-098.347770_ ,10/14/92,,
_07_,NE,CORNHUSKER ARMY AMMUNITION PLANT,,_0702020_,NE2213820234,6 MI W OF ,GRAND ISLAND,68802,HALL,,,Y,_+40.923330_,_-098.492500_ ,07/22/87,,
_07_,NE,GARVEY ELEVATOR,,_0704351_,NEN000704351,INDUSTRIAL PARK WEST-HIGHWAY 6 & SUMMIT  AVE.,HASTINGS,68901,ADAMS,,,N,_+40.563610_,_-098.415550_ ,09/14/05,,
_07_,NE,HASTINGS GROUND WATER CONTAMINATION,,_0701973_,NED980862668,E CENTRAL HASTINGS ,HASTINGS,68901,ADAMS,,,N,_+40.583330_,_-098.383330_ ,06/10/86,,
_07_,NE,LINDSAY MANUFACTURING CO.,,_0701913_,NED068645696,HWY 91 ,LINDSAY,68644,PLATTE,,,N,_+41.701660_,_-097.690000_ ,10/04/89,,
_07_,NE,NEBRASKA ORDNANCE PLANT (FORMER),,_0702031_,NE6211890011,.5 MI E OF ,MEAD,68041,SAUNDERS,,,N,_+41.176660_,_-096.453330_ ,08/30/90,,
_07_,NE,OGALLALA GROUND WATER CONTAMINATION,,_0702287_,NED986369247,SW CORNER OF W 1ST & C ST ,OGALLALA,69153,KEITH,,,N,_+41.123880_,_-101.736110_ ,12/16/94,,
_07_,NE,OMAHA LEAD ,,_0703481_,NESFN0703481,INTERSECTION I480 & ABBOTT DRIVE ,OMAHA,68102,DOUGLAS,,,N,_+41.267770_,_-095.929720_ ,04/30/03,,
_07_,NE,PARKVIEW WELL ,,_0704456_,NEN000704456,INTERSECTION OF BLAINE STREET & STOLLEY PARK ROAD,GRAND ISLAND,68803,HALL,,,N,_+40.895830_,_-098.365000_ ,04/19/06,,
_07_,NE,PCE SOUTHEAST CONTAMINATION,,_0706200_,NEN000706200,INTERSECTION OF 5TH STREET AND LINCOLN AVENUE ,YORK,68467,YORK,,,N,_+40.859590_,_-97.580610_ ,05/12/14,,
_07_,NE,PCE/TCE NORTHEAST CONTAMINATION,,_0706105_,NEN000706105,522 W 26TH STREET ,YORK,68467,YORK,,,N,_+40.888640_,_-97.600360_ ,05/12/14,,
_07_,NE,SHERWOOD MEDICAL CO.,,_0702086_,NED084626100,RT 4 S HWY 81 1 MI S OF ,NORFOLK,68701,MADISON,,,N,_+41.993610_,_-097.421380_ ,10/14/92,,
_07_,NE,WEST HIGHWAY 6 & HIGHWAY 281,,_0704738_,NEN000704738,INDUSTRIAL PARK WEST-HIGHWAY 6 &  SUMMIT AVE. (WELL 13),HASTINGS,68901,ADAMS,,,N,_+40.570422_,_-098.408411_ ,04/19/06,,
_08_,CO,AIR FORCE PLANT PJKS,,_0800359_,CO7570090038,12275 SOUTH HIGHWAY 75 ,LITTLETON,80127,JEFFERSON,,,Y,_+39.514210_,_-105.133700_ ,11/21/89,,
_08_,CO,BRODERICK WOOD PRODUCTS,,_0800030_,COD000110254,5600 HURON ST ,DENVER,80221,ADAMS,,,N,_+39.814800_,_-104.998900_ ,09/21/84,,
_08_,CO,CALIFORNIA GULCH,,_0801478_,COD980717938,S OF CY-YAK TUNNEL DOWNSTREAM ,LEADVILLE,80461,LAKE,,,N,_+39.236110_,_-106.269200_ ,09/08/83,,
_08_,CO,CAPTAIN JACK MILL,,_0800892_,COD981551427,"T1N R73 W, SE 1/4 SEC. 12 ",WARD,80481,BOULDER,,,N,_+40.055830_,_-105.503610_ ,09/29/03,,
_08_,CO,"CENTRAL CITY, CLEAR CREEK",,_0800257_,COD980717557,NEAR TOWN ,IDAHO SPRINGS,80452,CLEAR CREEK,,,N,_+39.750000_,_-105.500000_ ,09/08/83,,
_08_,CO,CHEMICAL SALES CO.,,_0800866_,COD007431620,4661 MONACO ST. ,DENVER,80216,DENVER,,,N,_+39.780830_,_-104.913600_ ,08/30/90,,
_08_,CO,COLORADO SMELTER,,_0802700_,CON000802700,INTERSTATE 25 AND SANTA FE AVENUE ,PUEBLO,81006,PUEBLO,,,N,_+38.249100_,_-104.608000_ ,12/11/14,,
_08_,CO,DENVER RADIUM SITE,,_0800247_,COD980716955,VARIOUS PLACES IN DENVER ,DENVER,80204,DENVER,,,N,_+39.716660_,_-105.000000_ ,09/08/83,,
_08_,CO,EAGLE MINE,,_0800159_,COD081961518,W OF US HWY 24 ,MINTURN,81645,EAGLE,,,N,_+39.533330_,_-106.391700_ ,06/10/86,,
_08_,CO,LINCOLN PARK,,_0800115_,COD042167858,2 MI S OF CANON CY ,CANON CITY,81212,FREMONT,,,N,_+38.400000_,_-105.233300_ ,09/21/84,,
_08_,CO,LOWRY LANDFILL,,_0800186_,COD980499248,4200 S GUN CLUB RD ,AURORA,80018,ARAPAHOE,,,N,_+39.643330_,_-104.708300_ ,09/21/84,,
_08_,CO,MARSHALL LANDFILL,,_0800187_,COD980499255,1600 S 66TH STREET ,BOULDER,80303,BOULDER,,,N,_+39.950000_,_-105.200000_ ,09/08/83,,
_08_,CO,NELSON TUNNEL/COMMODORE WASTE ROCK,,_0802630_,CON000802630,NATIONAL FOREST ROAD 503.4 1 MILE NORTH OF TOWN,Creede,81130,MINERAL,,,N,__,__ ,09/03/08,,
_08_,CO,ROCKY FLATS PLANT (USDOE),,_0800360_,CO7890010526,HWY 93 BETWEEN GOLDEN&BOULDER ,GOLDEN,80402,JEFFERSON,,,Y,_+39.894160_,_-105.201700_ ,10/04/89,,
_08_,CO,ROCKY MOUNTAIN ARSENAL (USARMY),,_0800357_,CO5210020769,IMMED N STAPLETON INTL ARPT ,ADAMS COUNTY,80022,ADAMS,,,Y,_+39.835560_,_-104.884200_ ,07/22/87,,
_08_,CO,STANDARD MINE,,_0801669_,CO0002378230,"COUNTY ROAD 12, RUBY MINING DISITRICT ",GUNNISON NATIONAL FOREST,81224,GUNNISON,,,N,_+38.879160_,_-107.073890_ ,09/14/05,,
_08_,CO,SUMMITVILLE MINE,,_0801194_,COD983778432,Postal Address is unavailable for the Site ,RIO GRANDE COUNTY,81132,RIO GRANDE,,,N,_+37.430000_,_-106.585000_ ,05/31/94,,
_08_,CO,URAVAN URANIUM PROJECT (UNION CARBIDE CORP.),,_0800076_,COD007063274,NEAR URAVAN ON HWY 141 ,URAVAN,81436,MONTROSE,,,N,_+38.366660_,_-108.748300_ ,06/10/86,,
_08_,CO,VASQUEZ BOULEVARD AND I-70,,_0801646_,CO0002259588,VASQUEZ BOULEVARD AND 1-70 ,DENVER,80216,DENVER,,,N,_+39.791660_,_-104.958330_ ,07/22/99,,
_08_,MT,ACM SMELTER AND REFINERY,,_0800402_,MTD093291599,"RIVER ROAD NORTH, 1 MILE EAST OF 15TH ST 1 MILE E OF 15TH STREET",BLACK EAGLE,59414,CASCADE,,,N,_+47.523611_,_-111.256945_ ,03/10/11,,
_08_,MT,ANACONDA CO. SMELTER,,_0800403_,MTD093291656,3 MI SE OF ANACONDA ,ANACONDA,59711,DEER LODGE,,,N,_+46.116660_,_-112.915000_ ,09/08/83,,
_08_,MT,BARKER HUGHESVILLE MINING DISTRICT,,_0801208_,MT6122307485,FOREST SERVICE ROAD 6403 ,MONARCH,59469,,,,N,_+47.083330_,_-110.630270_ ,09/13/01,,
_08_,MT,BASIN MINING AREA,,_0801057_,MTD982572562,NORTH OF I-15 ,BASIN,59631,JEFFERSON,,,N,_+46.272770_,_-112.263330_ ,10/22/99,,
_08_,MT,CARPENTER SNOW CREEK MINING DISTRICT,,_0801507_,MT0001096353,NO SPECIFIC ADDRESS ,NEIHART,59465,CASCADE,,,N,_+46.961380_,_-110.725830_ ,09/13/01,,
_08_,MT,EAST HELENA SITE,,_0800377_,MTD006230346,S OF E HELENA ,EAST HELENA,59635,LEWIS AND CLARK,,,N,_+46.581660_,_-111.918300_ ,09/21/84,,
_08_,MT,FLAT CREEK IMM,,_0801914_,MT0012694970,FLAT CREEK ROAD AND HALL GULCH ROAD ,SUPERIOR,59872,MINERAL,,,N,_+47.240270_,_-114.852770_ ,09/23/09,,
_08_,MT,IDAHO POLE CO.,,_0800379_,MTD006232276,CEDAR ST ,BOZEMAN,59715,GALLATIN,,,N,_+45.688330_,_-111.021700_ ,06/10/86,,
_08_,MT,LIBBY ASBESTOS SITE,,_0801744_,MT0009083840,952 EAST SPRUCE STREET CITY HALL,LIBBY,59923,LINCOLN,,,N,_+48.391520_,_-115.551110_ ,10/24/02,,
_08_,MT,LIBBY GROUND WATER CONTAMINATION,,_0800412_,MTD980502736,1119 & 1415 DAKOTA ,LIBBY,59923,LINCOLN,,,N,_+48.380000_,_-115.538900_ ,09/08/83,,
_08_,MT,LOCKWOOD SOLVENT GROUND WATER PLUME,,_0801709_,MT0007623052,LOCKWOOD ROAD ,BILLINGS,59101,YELLOWSTONE,,,N,_+45.803610_,_-108.455000_ ,12/01/00,,
_08_,MT,MILLTOWN RESERVOIR SEDIMENTS,,_0800445_,MTD980717565,ADJACENT TO SE SIDE OF TWN ,MILLTOWN,59851,MISSOULA,,,N,_+46.866660_,_-113.866700_ ,09/08/83,,
_08_,MT,MONTANA POLE AND TREATING,,_0800378_,MTD006230635,202 W GREENWOOD AVENUE ,BUTTE,59701,SILVER BOW,,,N,_+45.990000_,_-112.548300_ ,07/22/87,,
_08_,MT,MOUAT INDUSTRIES,,_0800384_,MTD021997689,ADJACENT TO AIR STRIP IN CY ,COLUMBUS,59019,STILLWATER,,,N,_+45.635000_,_-109.247500_ ,06/10/86,,
_08_,MT,SILVER BOW CREEK/BUTTE AREA,,_0800416_,MTD980502777,BUTTE TO MILLTOWN RESERVIOR ,BUTTE,59750,,,,N,_+46.039000_,_-112.794800_ ,09/08/83,,
_08_,MT,UPPER TENMILE CREEK MINING AREA,,_0801699_,MTSFN7578012,RIMINI ROAD ,HELENA,59601,LEWIS AND CLARK,,,N,_+46.482080_,_-112.245130_ ,10/22/99,,
_08_,SD,ELLSWORTH AIR FORCE BASE,,_0800585_,SD2571924644,44CSC/DE ,ELLSWORTH AFB,57706,,,,Y,_+44.148060_,_-103.095800_ ,08/30/90,,
_08_,SD,GILT EDGE MINE,,_0801668_,SDD987673985,"4 MILES SE OF LEAD SEC-5, 6, 7, 8 & 9 T-4N,  R-4E",LEAD,57754,LAWRENCE,,,N,_+44.328050_,_-103.674300_ ,12/01/00,,
_08_,UT,700 SOUTH 1600 EAST PCE PLUME,,_0800743_,UTD981548985,INTERSECTION OF 700 SOUTH & 1600 EAST ,SALT LAKE CITY,84102,SALT LAKE,,,Y,_+40.753938_,_-111.848022_ ,05/24/13,,
_08_,UT,BOUNTIFUL/WOODS CROSS 5TH S. PCE PLUME,,_0801528_,UT0001119296,"500 SOUTH 800 WEST, BOUNTIFUL/WOODS CROS ",BOUNTIFUL,84010,DAVIS,,,N,_+40.887220_,_-111.903880_ ,09/13/01,,
_08_,UT,DAVENPORT AND FLAGSTAFF SMELTERS,,_0801257_,UTD988075719,1 MILE W OF INTERSECTION USH 209 AND 210 ,SANDY,84092,SALT LAKE,,,N,_+40.573610_,_-111.791940_ ,04/30/03,,
_08_,UT,EUREKA MILLS,,_0801644_,UT0002240158,1.25 MI W OF THE UTAH-JUAB COUNTY LINE ON US ROUTE,EUREKA,84628,JUAB,,,N,_+39.955550_,_-112.115550_ ,09/05/02,,
_08_,UT,FIVE POINTS PCE PLUME,,_0802654_,UTN000802654,APPROX. 1500 SOUTH & STATE HIGHWAY 106 ,WOODS CROSS/BOUNTIFUL,84010,DAVIS,,,N,_+40.874519_,_-111.885839_ ,09/19/07,,
_08_,UT,HILL AIR FORCE BASE,,_0800753_,UT0571724350,00-ALC/EM ,HILL AFB,84056,,,,Y,_+41.128330_,_-111.955000_ ,07/22/87,,
_08_,UT,INTERMOUNTAIN WASTE OIL REFINERY,,_0801545_,UT0001277359,995 SOUTH 500 WEST ,BOUNTIFUL,84010,DAVIS,,,N,_+40.879440_,_-111.889440_ ,05/11/00,,
_08_,UT,JACOBS SMELTER,,_0801674_,UT0002391472,NEAR INTERSECTION OF SMITH & JOHNSON STS ,STOCKTON,84071,TOOELE,,,N,_+40.454160_,_-112.358330_ ,02/04/00,,
_08_,UT,MONTICELLO MILL TAILINGS (USDOE),,_0800867_,UT3890090035,"T335,R23E,S31-T335,R24E,S36 ",MONTICELLO,84535,SAN JUAN,,,Y,_+37.863330_,_-109.348300_ ,11/21/89,,
_08_,UT,OGDEN DEFENSE DEPOT (DLA),,_0800760_,UT9210020922,500 WEST 1200 SOUTH ,OGDEN,84407,WEBER,,,Y,_+41.266660_,_-112.000000_ ,07/22/87,,
_08_,UT,PORTLAND CEMENT (KILN DUST 2 & 3),,_0800690_,UTD980718670,1000 SO. REDWOOD ROAD ,SALT LAKE CITY,84116,SALT LAKE,,,N,_+40.747400_,_-111.943600_ ,06/10/86,,
_08_,UT,TOOELE ARMY DEPOT (NORTH AREA),,_0800755_,UT3213820894,3 MI S OF TOOELE ON HWY 36 ,TOOELE,84074,TOOELE,,,Y,_+40.541660_,_-112.375000_ ,08/30/90,,
_08_,UT,US MAGNESIUM,,_0802704_,UTN000802704,15 MILES N OF ROWLEY EXIT ON I-80 15 MI N OF ROWLEY EXIT ON I-80,TOOELE COUNTY,84029,TOOELE,,,N,_+40.914725_,_-112.719725_ ,11/04/09,,
_08_,UT,UTAH POWER & LIGHT/AMERICAN BARREL CO.,,_0800680_,UTD980667240,600 W SOUTH TEMPLE ,SALT LAKE CITY,84104,SALT LAKE,,,N,_+40.770400_,_-111.905500_ ,10/04/89,,
_08_,UT,WASATCH CHEMICAL CO. (LOT 6),,_0800596_,UTD000716399,1979 S 7TH W ,SALT LAKE CITY,84104,SALT LAKE,,,N,_+40.722600_,_-111.874700_ ,02/11/91,,
